"city","state_id","lat","lng","population"
"Wenona","GA","31.9055","-83.7668",""
"Walthourville","GA","31.7716","-81.6217","3959"
"Arcade","GA","34.0711","-83.5403","1808"
"Warwick","GA","31.8298","-83.9206","409"
"Topeka Junction","GA","32.9746","-84.2085",""
"Sumter","GA","31.9493","-84.2549",""
"Andersonville","GA","32.1965","-84.1454","234"
"Gainesville","GA","34.2903","-83.8299","154859.0"
"Plains","GA","32.0331","-84.3946","734"
"Bonanza","GA","33.4587","-84.3372",""
"Between","GA","33.8177","-83.8043","342"
"Fargo","GA","30.6881","-82.5721","320"
"Griswoldville","GA","32.8707","-83.4888",""
"East Point","GA","33.6696","-84.4700","35471"
"Piedmont","GA","33.0171","-84.2508",""
"Meridian","GA","31.4519","-81.3779",""
"Vienna","GA","32.0925","-83.7864","3232.0"
"Chestnut Mountain","GA","34.1726","-83.8380",""
"College Park","GA","33.6385","-84.4597","15035"
"Dooling","GA","32.2300","-83.9289","137"
"Gardi","GA","31.5383","-81.7982",""
"Hiram","GA","33.8773","-84.7707","3898"
"Temple","GA","33.7342","-85.0289","4378"
"Oconee","GA","32.8534","-82.9577","256"
"Charing","GA","32.4615","-84.3616",""
"Irwinville","GA","31.6482","-83.3827",""
"Sugar Valley","GA","34.5581","-85.0119",""
"Vidette","GA","33.0376","-82.2475","110"
"Oakfield","GA","31.7780","-83.9713",""
"Brunswick","GA","31.1450","-81.4740","54213.0"
"Gray","GA","33.0023","-83.5376","4555.0"
"Dearing","GA","33.4149","-82.3852","546"
"Sandersville","GA","32.9827","-82.8093","7026.0"
"Nicholson","GA","34.1172","-83.4289","1724"
"Columbus","GA","32.5100","-84.8771","263737.0"
"Burroughs","GA","31.9749","-81.2476",""
"Waresboro","GA","31.2480","-82.4737",""
"Chester","GA","32.3945","-83.1551","1567"
"Forsyth","GA","33.0347","-83.9380","5264.0"
"Saint Simons","GA","31.1766","-81.3863",""
"Philomath","GA","33.7273","-82.9913",""
"Santa Claus","GA","32.1712","-82.3298","166"
"Macon","GA","32.8407","-83.6324",""
"Newington","GA","32.5887","-81.5062","261"
"West Point","GA","32.8955","-85.1453","3766"
"Madison","GA","33.5791","-83.4758","4491.0"
"Tennille","GA","32.9359","-82.8134","1854"
"Stillmore","GA","32.4410","-82.2145","522"
"Ochlocknee","GA","30.9752","-84.0517","680"
"Esom Hill","GA","33.9490","-85.3877",""
"Oglesby","GA","34.0757","-82.9671",""
"Nicholls","GA","31.5191","-82.6386","3331"
"Eldorendo","GA","31.0441","-84.6519",""
"Nahunta","GA","31.2065","-81.9814","1048"
"Red Oak","GA","33.6248","-84.4985",""
"Camak","GA","33.4526","-82.6463","131"
"Cusseta","GA","32.3470","-84.7870","10922"
"North Atlanta","GA","33.8651","-84.3366",""
"Skipperton","GA","32.7438","-83.6924",""
"Bridgeboro","GA","31.4016","-83.9749",""
"Blitchton","GA","32.1971","-81.4379",""
"Pendergrass","GA","34.1647","-83.6828","463"
"Meigs","GA","31.0713","-84.0922","1038"
"Du Pont","GA","30.9891","-82.8691","123"
"Nunez","GA","32.4920","-82.3466","148"
"Scotland","GA","32.0472","-82.8180","344"
"Greenville","GA","33.0322","-84.7163","855"
"Linton","GA","33.1165","-82.9926",""
"Ruckersville","GA","34.1648","-82.7882",""
"Experiment","GA","33.2789","-84.2760",""
"Arcola","GA","32.3435","-81.6021",""
"Berkeley Lake","GA","33.9806","-84.1839","2062"
"Thomasville","GA","30.8394","-83.9782","24678.0"
"Tifton","GA","31.4624","-83.5205","24463.0"
"Penfield","GA","33.6673","-83.1774",""
"Eldorado","GA","31.3538","-83.4854",""
"Statenville","GA","30.7064","-83.0190",""
"Garden Lakes","GA","34.2879","-85.2316",""
"Floyd","GA","33.8470","-84.5855",""
"Sunnyside","GA","31.2406","-82.3411",""
"Portal","GA","32.5389","-81.9295","650"
"Stewart","GA","33.4221","-83.8521",""
"Ludowici","GA","31.7096","-81.7457","2162"
"Herod","GA","31.6988","-84.4413",""
"Ambrose","GA","31.5944","-83.0137","382"
"Jenkinsburg","GA","33.3228","-84.0384","371"
"Norwood","GA","33.4626","-82.7055","227"
"Trenton","GA","34.8741","-85.5096","2793.0"
"Lindale","GA","34.1881","-85.1808",""
"Maxeys","GA","33.7555","-83.1737","224"
"Ellenton","GA","31.1759","-83.5876","284"
"Hahira","GA","30.9941","-83.3787","2937"
"Franklin","GA","33.2792","-85.0980","964"
"Irondale","GA","33.4773","-84.3600",""
"Adrian","GA","32.5306","-82.5920","651"
"Clyattville","GA","30.6916","-83.3152",""
"Eastman","GA","32.1973","-83.1714","6290.0"
"Greensboro","GA","33.5678","-83.1878","2780.0"
"Morven","GA","30.9433","-83.5003","533"
"Geneva","GA","32.5789","-84.5516","98"
"Dixie","GA","30.7858","-83.6643",""
"Stockton","GA","30.9394","-82.9996",""
"Damascus","GA","31.2988","-84.7170","236"
"Lawrenceville","GA","33.9524","-83.9930","30782"
"South Newport","GA","31.6349","-81.3962",""
"Preston","GA","32.0660","-84.5374",""
"Sale City","GA","31.2626","-84.0214","348"
"Panthersville","GA","33.7059","-84.2764",""
"Reynoldsville","GA","30.8571","-84.7780",""
"North High Shoals","GA","33.8273","-83.5015","723"
"Silver City","GA","34.3343","-84.1160",""
"Keysville","GA","33.2375","-82.2289","304"
"Soperton","GA","32.3782","-82.5944","2715.0"
"Bainbridge","GA","30.9046","-84.5722","11713.0"
"Ideal","GA","32.3726","-84.1894","456"
"Cave Spring","GA","34.1065","-85.3390","1154"
"Demorest","GA","34.5648","-83.5424","2061"
"Coverdale","GA","31.6282","-83.7191",""
"Oakwood","GA","34.2235","-83.8851","4161"
"Tate","GA","34.4184","-84.3827",""
"Hephzibah","GA","33.2907","-82.0995","3898"
"McBean","GA","33.2435","-81.9507",""
"Conley","GA","33.6398","-84.3376",""
"Thomaston","GA","32.8907","-84.3272","14089.0"
"Rockingham","GA","31.5440","-82.4145",""
"Camilla","GA","31.2337","-84.2088","6692.0"
"Homeland","GA","30.8603","-82.0211","864"
"Yonah","GA","34.6437","-83.7411",""
"Cooper Heights","GA","34.8073","-85.3891",""
"Hillsboro","GA","33.1799","-83.6410",""
"Springfield","GA","32.3641","-81.3079","5151.0"
"Weston","GA","31.9760","-84.6149",""
"Thunderbolt","GA","32.0339","-81.0478","2683"
"Manor","GA","31.1038","-82.5732",""
"Woodbury","GA","32.9848","-84.5821","900"
"Jakin","GA","31.0901","-84.9822","149"
"Varnell","GA","34.9013","-84.9652","1795"
"Avalon","GA","34.5027","-83.1967","207"
"Glenwood","GA","32.1805","-82.6712","742"
"Thalmann","GA","31.2908","-81.6887",""
"Ty Ty","GA","31.4720","-83.6509","726"
"Mountain Park","GA","34.0830","-84.4133","582"
"Norristown","GA","32.5064","-82.4981",""
"Quitman","GA","30.7849","-83.5603","3805.0"
"Mount Vernon","GA","32.1836","-82.5953","2278"
"Milton","GA","34.1353","-84.3138","38411"
"Kinderlou","GA","30.8010","-83.3674",""
"Omaha","GA","32.1463","-85.0133",""
"Surrency","GA","31.7215","-82.1987","206"
"Keller","GA","31.8433","-81.2537",""
"Fort Gaines","GA","31.6238","-85.0528","1046"
"Ball Ground","GA","34.3419","-84.3622","1909"
"Luella","GA","33.3521","-84.1785",""
"Morgan","GA","31.5381","-84.6033","1782"
"Kildare","GA","32.5343","-81.4554",""
"Riverdale","GA","33.5645","-84.4098","16258"
"Eastanollee","GA","34.5204","-83.2554",""
"Lone Oak","GA","33.1724","-84.8173","89"
"Adel","GA","31.1316","-83.4249","7014.0"
"Roopville","GA","33.4566","-85.1304","228"
"Twin City","GA","32.5829","-82.1575","1699"
"Girard","GA","33.0400","-81.7122","151"
"Fairmount","GA","34.4378","-84.6997","738"
"Cuthbert","GA","31.7713","-84.7940","3605.0"
"Roswell","GA","34.0391","-84.3513","94598"
"Hapeville","GA","33.6609","-84.4093","6627"
"Climax","GA","30.8756","-84.4312","271"
"Charles","GA","32.2219","-82.4287",""
"Donovan","GA","32.7713","-82.7129",""
"Fleming","GA","31.8808","-81.4265",""
"Scott","GA","32.5518","-82.6668",""
"Bogart","GA","33.9474","-83.5335","1056"
"Clem","GA","33.5282","-85.0133",""
"Empire","GA","32.3394","-83.2950",""
"Finleyson","GA","32.1299","-83.5007",""
"Everett","GA","31.3905","-81.6387",""
"Warsaw","GA","34.0182","-84.1902",""
"Burney","IN","39.3173","-85.6403",""
"Delphi","IN","40.5831","-86.6672","2990.0"
"Kouts","IN","41.3172","-87.0264","1962"
"Bengal","IN","39.4734","-85.9228",""
"Plainville","IN","38.8048","-87.1517","494"
"Brownsburg","IN","39.8330","-86.3828","25408"
"Bippus","IN","40.9442","-85.6239",""
"Wabash","IN","40.8046","-85.8310","10015.0"
"Otterbein","IN","40.4886","-87.0936","1256"
"Highwoods","IN","39.8442","-86.1833",""
"Crocker","IN","41.5881","-87.1223",""
"Edwardsport","IN","38.8127","-87.2511","298"
"DeMotte","IN","41.1987","-87.1974","4915.0"
"Etna Green","IN","41.2755","-86.0461","586"
"Liverpool","IN","41.5525","-87.2948",""
"State Line","IN","40.1973","-87.5270",""
"Monroe City","IN","38.6145","-87.3532","533"
"New Washington","IN","38.5657","-85.5461",""
"Shelby","IN","41.1934","-87.3427",""
"Fremont","IN","41.7298","-84.9343","2135"
"Judyville","IN","40.3584","-87.3950",""
"Lydick","IN","41.6934","-86.3800",""
"Avilla","IN","41.3641","-85.2344","2411"
"Majenica","IN","40.7700","-85.4533",""
"Modoc","IN","40.0455","-85.1261","190"
"Shirley","IN","39.8911","-85.5801","830"
"Atlanta","IN","40.2135","-86.0266","738"
"Charlestown","IN","38.4270","-85.6677","7438.0"
"Whitestown","IN","39.9704","-86.3607","6590"
"Batesville","IN","39.2974","-85.2139","7922.0"
"Rolling Prairie","IN","41.6743","-86.6207",""
"Holland","IN","38.2462","-87.0380","626"
"Monterey","IN","41.1561","-86.4821","206"
"Huntertown","IN","41.2129","-85.1764","5286"
"New Amsterdam","IN","38.1019","-86.2754","27"
"Monon","IN","40.8642","-86.8788","1725"
"Fowler","IN","40.6171","-87.3185","2265"
"Jonesville","IN","39.0598","-85.8878","185"
"Chesterfield","IN","40.1130","-85.5942","2484"
"Lincoln Hills","IN","41.4684","-87.1078",""
"McCordsville","IN","39.9036","-85.9230","6485"
"Goshen","IN","41.5741","-85.8304","33034"
"Bucktown","IN","38.9948","-87.2600",""
"Williams Creek","IN","39.9001","-86.1502","421"
"Blountsville","IN","40.0599","-85.2384","131"
"Herbst","IN","40.5145","-85.7815",""
"Pierceton","IN","41.1992","-85.7032","1028"
"Crandall","IN","38.2880","-86.0660","152"
"Lagro","IN","40.8392","-85.7276","402"
"Vallonia","IN","38.8462","-86.0992",""
"Thorntown","IN","40.1293","-86.6100","1487"
"Alpine","IN","39.5539","-85.1758",""
"Griffith","IN","41.5279","-87.4240","16252"
"Mecca","IN","39.7271","-87.3317","320"
"Winchester","IN","40.1720","-84.9765","4791.0"
"Jeffersonville","IN","38.3377","-85.7026","47124"
"Lebanon","IN","40.0318","-86.4550","15713.0"
"Denver","IN","40.8646","-86.0771","471"
"Medaryville","IN","41.0803","-86.8905","581"
"Burlington","IN","40.4808","-86.3943","600"
"Somerset","IN","40.6695","-85.8318",""
"Hamlet","IN","41.3792","-86.5831","769"
"Norway","IN","40.7797","-86.7719",""
"Whiteland","IN","39.5507","-86.0742","4346"
"South Haven","IN","41.5438","-87.1367",""
"Churubusco","IN","41.2308","-85.3201","1811"
"Lamar","IN","38.0692","-86.9055",""
"Spring Hills","IN","39.8346","-86.1926","101"
"Saint Meinrad","IN","38.1692","-86.8257",""
"Clear Creek","IN","39.1092","-86.5400",""
"Hammond","IN","41.6170","-87.4908","77134"
"Kniman","IN","41.1442","-87.1375",""
"Hamilton","IN","41.5407","-84.9203","1530"
"Pimento","IN","39.3095","-87.3792",""
"Freetown","IN","38.9775","-86.1273",""
"Emma","IN","41.6112","-85.5411",""
"Brownstown","IN","38.8791","-86.0466","3127.0"
"Freedom","IN","39.2070","-86.8692",""
"Warren Park","IN","39.7832","-86.0517","1543"
"Dupont","IN","38.8915","-85.5169","338"
"Uniondale","IN","40.8299","-85.2415","310"
"Silver Lake","IN","41.0744","-85.8923","924"
"West College Corner","IN","39.5694","-84.8190","645"
"English","IN","38.3408","-86.4592","632"
"Medora","IN","38.8247","-86.1715","689"
"Spencer","IN","39.2861","-86.7726","2271"
"Saint Mary-of-the-Woods","IN","39.5120","-87.4628",""
"Borden","IN","38.4699","-85.9491","911"
"Burket","IN","41.1550","-85.9687","194"
"Lyons","IN","38.9879","-87.0813","720"
"Wingate","IN","40.1724","-87.0726","262"
"West Baden Springs","IN","38.5675","-86.6120","555"
"Hatfield","IN","37.9030","-87.2217",""
"Terre Haute","IN","39.4654","-87.3763","92841.0"
"Corydon","IN","38.2132","-86.1259","5578.0"
"Sweetser","IN","40.5688","-85.7668","1177"
"LaPorte","IN","41.6077","-86.7137","21732"
"Spring Grove","IN","39.8472","-84.8912","330"
"Orleans","IN","38.6615","-86.4517","2097"
"Russellville","IN","39.8568","-86.9832","349"
"Markle","IN","40.8275","-85.3393","1088"
"Middlebury","IN","41.6701","-85.7073","4247.0"
"Odell","IN","40.2878","-87.0742",""
"New Elliott","IN","41.4931","-87.4175",""
"Scottsburg","IN","38.6862","-85.7839","11326.0"
"Munster","IN","41.5468","-87.5037","22825"
"Redkey","IN","40.3481","-85.1524","1338"
"Holton","IN","39.0752","-85.3847","471"
"Laketon","IN","40.9807","-85.8393",""
"Richmond","IN","39.8318","-84.8904","42759.0"
"Gessie","IN","40.0825","-87.4997",""
"Town of Pines","IN","41.6882","-86.9518","700"
"Roachdale","IN","39.8491","-86.8004","895"
"New Market","IN","39.9527","-86.9217","629"
"New Salem","IN","39.5423","-85.3580",""
"Gas City","IN","40.4897","-85.5984","5874"
"Columbus","IN","39.2094","-85.9178","58406.0"
"Buena Vista","IN","39.4389","-85.2725",""
"Trevlac","IN","39.2656","-86.3369",""
"Seymour","IN","38.9474","-85.8914","22918.0"
"South Bend","IN","41.6771","-86.2690","279698.0"
"Vernon","IN","38.9853","-85.6106","309"
"Wanatah","IN","41.4304","-86.8926","1017"
"Akron","IN","41.0389","-86.0249","1122"
"Carbon","IN","39.5991","-87.1078","389"
"Kewanna","IN","41.0194","-86.4125","597"
"Royal Center","IN","40.8644","-86.5000","835"
"Cory","IN","39.3823","-87.2058",""
"Attica","IN","40.2877","-87.2449","4948.0"
"West Lafayette","IN","40.4432","-86.9239","45872"
"New Harmony","IN","38.1291","-87.9308","763"
"Milan","IN","39.1255","-85.1270","1886"
"Fair Oaks","IN","41.0750","-87.2575",""
"Burrows","IN","40.6767","-86.5075",""
"New Pekin","IN","38.5029","-86.0152","1371"
"Greens Fork","IN","39.8917","-85.0411","408"
"Morocco","IN","40.9445","-87.4503","1109"
"Vera Cruz","IN","40.7016","-85.0795","80"
"Dyer","IN","41.4977","-87.5088","15941"
"Clinton","IN","39.6607","-87.4046","6294.0"
"Azalia","IN","39.0917","-85.8472",""
"Dunreith","IN","39.8028","-85.4364","173"
"Upland","IN","40.4639","-85.5008","3287.0"
"Albion","IN","41.3966","-85.4187","2320"
"Saint Leon","IN","39.2933","-84.9639","666"
"Patricksburg","IN","39.3156","-86.9592",""
"Greenfield","IN","39.7937","-85.7739","21709"
"Greendale","IN","39.1317","-84.8510","4402"
"Bath","IN","39.5084","-84.8625",""
"Westphalia","IN","38.8665","-87.2277",""
"Coal City","IN","39.2303","-87.0458",""
"Amboy","IN","40.6020","-85.9275","379"
"Centerville","IN","39.8295","-84.9936","2563"
"Kentland","IN","40.7739","-87.4465","1683"
"Crows Nest","IN","39.8566","-86.1691","75"
"New Chicago","IN","41.5587","-87.2718","1956"
"Onward","IN","40.6946","-86.1952","99"
"Millgrove","IN","40.4084","-85.2750",""
"Cato","IN","38.4367","-87.1856",""
"North Terre Haute","IN","39.5370","-87.3653",""
"Plainfield","IN","39.7005","-86.3726","31409"
"Mount Summit","IN","40.0035","-85.3861","343"
"Utica","IN","38.3380","-85.6561","808"
"Syracuse","IN","41.4215","-85.7490","7085.0"
"Waterloo","IN","41.4319","-85.0286","2248"
"Owensburg","IN","38.9305","-86.7292",""
"Raymond","IN","39.4717","-84.8494",""
"Chambersburg","IN","38.5181","-86.3922",""
"Underwood","IN","38.6037","-85.7744",""
"Knightsville","IN","39.5253","-87.0891","768"
"Stroh","IN","41.5814","-85.1994",""
"Clayton","IN","39.6883","-86.5231","1005"
"Tocsin","IN","40.8303","-85.1091",""
"Cedar Grove","IN","39.3561","-84.9371","152"
"Columbia City","IN","41.1611","-85.4854","9342.0"
"Smithville","IN","39.0712","-86.5069",""
"Hanover","IN","38.7137","-85.4724","3543"
"Simonton Lake","IN","41.7478","-85.9657",""
"Fish Lake","IN","41.5616","-86.5513",""
"Lowell","IN","41.2934","-87.4183","10102.0"
"Star City","IN","40.9746","-86.5613",""
"Schneider","IN","41.1929","-87.4462","270"
"Cicero","IN","40.1248","-86.0244","4826"
"Laud","IN","41.0495","-85.4522",""
"North Manchester","IN","41.0044","-85.7750","5829.0"
"Bunker Hill","IN","40.6600","-86.1012","859"
"Hartsville","IN","39.2669","-85.6992","390"
"Dillsboro","IN","39.0190","-85.0550","1317"
"Jasonville","IN","39.1619","-87.1995","2147"
"Michiana Shores","IN","41.7563","-86.8181","302"
"Mexico","IN","40.8143","-86.1113",""
"Shipshewana","IN","41.6749","-85.5763","703"
"Kingman","IN","39.9665","-87.2786","484"
"Elnora","IN","38.8762","-87.0849","657"
"Winamac","IN","41.0535","-86.6037","2422.0"
"Newport","IN","39.8841","-87.4072","487"
"Metea","IN","40.8692","-86.3094",""
"Monroe","IN","40.7452","-84.9413","867"
"Oldenburg","IN","39.3387","-85.2039","661"
"Moores Hill","IN","39.1115","-85.0905","584"
"Markleville","IN","39.9765","-85.6171","515"
"La Fontaine","IN","40.6739","-85.7221","852"
"Arlington","IN","39.6458","-85.5796",""
"Orland","IN","41.7306","-85.1723","434"
"New Salisbury","IN","38.3140","-86.1000",""
"Brook","IN","40.8664","-87.3653","963"
"Milltown","IN","38.3425","-86.2749","807"
"Montgomery","IN","38.6650","-87.0474","350"
"Covington","IN","40.1405","-87.3910","2531.0"
"Mixersville","IN","39.4884","-84.8250",""
"Indian Springs","IN","38.7964","-86.7650",""
"Cromwell","IN","41.4033","-85.6141","504"
"Lynnville","IN","38.1988","-87.3141","934"
"Bluffton","IN","40.7426","-85.1730","10052.0"
"Beal","IN","38.5767","-87.6300",""
"West Lebanon","IN","40.2724","-87.3861","696"
"Wallace","IN","39.9876","-87.1482","95"
"Zanesville","IN","40.9155","-85.2807","604"
"Monticello","IN","40.7455","-86.7668","8445.0"
"Salamonia","IN","40.3818","-84.8659","156"
"Ingalls","IN","39.9650","-85.8041","2418"
"Kempton","IN","40.2878","-86.2296","311"
"Fort Wayne","IN","41.0885","-85.1436","326814.0"
"Stockwell","IN","40.2823","-86.7687",""
"Jonesboro","IN","40.4797","-85.6302","1665"
"Avon","IN","39.7604","-86.3916","16960"
"Harrodsburg","IN","39.0180","-86.5533",""
"Laotto","IN","41.2903","-85.1980",""
"Yoder","IN","40.9312","-85.1766",""
"Sims","IN","40.5006","-85.8540",""
"Rome City","IN","41.4891","-85.3607","1399"
"Ashley","IN","41.5203","-85.0624","971"
"Martinsville","IN","39.4228","-86.4207","13097.0"
"Mooreland","IN","39.9973","-85.2513","362"
"Middletown","IN","40.0596","-85.5422","2451.0"
"Waveland","IN","39.8773","-87.0454","419"
"Topeka","IN","41.5398","-85.5469","1203"
"Lottaville","IN","41.5034","-87.3648",""
"Webster","IN","39.9034","-84.9452",""
"Stillwell","IN","41.5559","-86.6028",""
"Hidden Valley","IN","39.1674","-84.8445",""
"Ladoga","IN","39.9165","-86.7991","1005"
"River Forest","IN","40.1107","-85.7294","22"
"Solitude","IN","38.0148","-87.8989",""
"Metamora","IN","39.4481","-85.1378",""
"Montpelier","IN","40.5494","-85.2874","1714"
"Bargersville","IN","39.5414","-86.2004","7213"
"Cross Plains","IN","38.9439","-85.2047",""
"Gary","IN","41.5906","-87.3472","76424"
"Arcola","IN","41.1037","-85.2941",""
"Lizton","IN","39.8840","-86.5421","497"
"Shepardsville","IN","39.6017","-87.4264",""
"Pine Village","IN","40.4495","-87.2534","208"
"Frankfort","IN","40.2799","-86.5181","16205.0"
"Sharptown","IN","39.3670","-84.8736",""
"Waterford","IN","41.6714","-86.8450",""
"Liberty","IN","39.6349","-84.9260","2046"
"Center Point","IN","39.4154","-87.0752","237"
"Coalmont","IN","39.1931","-87.2265",""
"Harmony","IN","39.5335","-87.0734","630"
"Peru","IN","40.7585","-86.0715","12686.0"
"Jamestown","IN","39.9285","-86.6263","945"
"Mount Ayr","IN","40.9523","-87.2990","119"
"Scipio","IN","39.3920","-84.8183",""
"Millhousen","IN","39.2114","-85.4350","131"
"Ross","IN","41.5267","-87.3748",""
"North Webster","IN","41.3240","-85.6979","3707.0"
"Millersburg","IN","41.5277","-85.6964","937"
"Elizabeth","IN","38.1239","-85.9729","193"
"Black Oak","IN","41.5661","-87.3936",""
"Oakland City","IN","38.3378","-87.3492","2505.0"
"Libertyville","IN","39.6028","-87.5186",""
"Avoca","IN","38.9172","-86.5557",""
"Ellettsville","IN","39.2308","-86.6221","6622"
"Marion","IN","40.5497","-85.6600","41550.0"
"Chesterton","IN","41.5995","-87.0549","13441"
"Burnettsville","IN","40.7612","-86.5947","337"
"Napoleon","IN","39.2042","-85.3273","229"
"Bloomingdale","IN","39.8306","-87.2502","327"
"Rockport","IN","37.8899","-87.0537","2209"
"Brookston","IN","40.6009","-86.8663","1515"
"Buck Creek","IN","40.4874","-86.7622",""
"Walkerton","IN","41.4656","-86.4824","3201.0"
"Castleton","IN","39.9070","-86.0522",""
"Windfall","IN","40.3631","-85.9564",""
"Wheatfield","IN","41.1910","-87.0526","844"
"Daleville","IN","40.1186","-85.5576","1598"
"Westfield","IN","40.0314","-86.1539","37221"
"Buffalo","IN","40.8880","-86.7374",""
"Tyner","IN","41.4098","-86.4025",""
"Beverly Shores","IN","41.6850","-86.9804","609"
"Angola","IN","41.6431","-85.0050","11169.0"
"Boston","IN","39.7412","-84.8517","133"
"Dayton","IN","40.3759","-86.7747","1618"
"Valparaiso","IN","41.4796","-87.0528","33104"
"Ridgeville","IN","40.2920","-85.0285","765"
"Sulphur Springs","IN","39.9991","-85.4393","382"
"Cuzco","IN","38.4751","-86.7228",""
"Battle Ground","IN","40.5070","-86.8520","1922"
"Osceola","IN","41.6647","-86.0787","2479"
"Lake Hart","IN","39.5675","-86.4319",""
"Huntington","IN","40.8812","-85.5062","17982.0"
"Orestes","IN","40.2694","-85.7277","410"
"Brazil","IN","39.5232","-87.1244","8110"
"Manson","IN","40.2400","-86.5903",""
"Stinesville","IN","39.2998","-86.6499","213"
"West Harrison","IN","39.2577","-84.8226","283"
"Wilkinson","IN","39.8861","-85.6089","447"
"Osgood","IN","39.1291","-85.2920","1615"
"Winfield","IN","41.4097","-87.2623","5560"
"Ambia","IN","40.4894","-87.5164","235"
"Lanesville","IN","38.2351","-85.9859","573"
"Koontz Lake","IN","41.4169","-86.4827",""
"Indian Village","IN","41.7143","-86.2322","133"
"Parker City","IN","40.1898","-85.2038","1366"
"Elkhart","IN","41.6919","-85.9620","147181.0"
"Selma","IN","40.1888","-85.2755","839"
"Merriam","IN","41.2873","-85.4344",""
"Argos","IN","41.2388","-86.2525","1647"
"Hardinsburg","IN","38.4620","-86.2732","243"
"Carmel","IN","39.9658","-86.1461","91065"
"Odon","IN","38.8424","-86.9891","1404"
"Yankeetown","IN","37.9175","-87.2978",""
"Matthews","IN","40.3875","-85.4975","560"
"Valeene","IN","38.4389","-86.3972",""
"Huntingburg","IN","38.3009","-86.9625","5566.0"
"Oolitic","IN","38.8926","-86.5253","1157"
"Farmland","IN","40.1895","-85.1273","1280"
"Paoli","IN","38.5572","-86.4699","3196.0"
"Rockville","IN","39.7665","-87.2295","4231.0"
"Chalmers","IN","40.6626","-86.8677","497"
"Laconia","IN","38.0318","-86.0855","50"
"Hagerstown","IN","39.9115","-85.1554","1713"
"Elizaville","IN","40.1267","-86.3758",""
"Malden","IN","41.3762","-87.0270",""
"Alquina","IN","39.6128","-85.0547",""
"Burnett","IN","39.5428","-87.2956",""
"Flat Rock","IN","39.3642","-85.8317",""
"Kurtz","IN","38.9606","-86.2033",""
"Whitewater","IN","39.9449","-84.8309","69"
"Sandborn","IN","38.8967","-87.1849","408"
"Universal","IN","39.6226","-87.4554","341"
"Kokomo","IN","40.4640","-86.1277","79048.0"
"Larwill","IN","41.1792","-85.6243","281"
"Auburn","IN","41.3666","-85.0559","22257.0"
"Maxwell","IN","39.8575","-85.7700",""
"Woodlawn Heights","IN","40.1184","-85.6972","78"
"Catlin","IN","39.6937","-87.2353",""
"Cambridge City","IN","39.8125","-85.1703","3590.0"
"Americus","IN","40.5254","-86.7476",""
"Crown Point","IN","41.4140","-87.3455","29176"
"Raglesville","IN","38.8020","-86.9618",""
"Wellsboro","IN","41.4973","-86.7653",""
"Denham","IN","41.1520","-86.7136",""
"Cannelton","IN","37.9106","-86.7377","1494"
"East Germantown","IN","39.8131","-85.1370","370"
"Clear Lake","IN","41.7382","-84.8392","340"
"Elberfeld","IN","38.1617","-87.4482","650"
"Corunna","IN","41.4359","-85.1441","255"
"New Whiteland","IN","39.5618","-86.0994","6025"
"Danville","IN","39.7607","-86.5081","9676"
"Westport","IN","39.1772","-85.5751","1426"
"Pleasant Lake","IN","41.5753","-85.0161",""
"Yeoman","IN","40.6677","-86.7236","137"
"Williams","IN","38.8147","-86.6446",""
"Edgewood","IN","40.1032","-85.7374","1871"
"Lapel","IN","40.0660","-85.8463","2365"
"Caborn","IN","37.9706","-87.7920",""
"Marengo","IN","38.3714","-86.3444","816"
"Marshfield","IN","40.2492","-87.4528",""
"Alton","IN","38.1211","-86.4196","55"
"Cayuga","IN","39.9474","-87.4646","1118"
"Linwood","IN","40.1937","-85.6816",""
"Poseyville","IN","38.1699","-87.7834","1028"
"West Terre Haute","IN","39.4638","-87.4506","2219"
"Dunlap","IN","41.6344","-85.9235",""
"Newberry","IN","38.9237","-87.0191","190"
"Wheatland","IN","38.6632","-87.3062","472"
"Jalapa","IN","40.6263","-85.7464",""
"Leo-Cedarville","IN","41.2198","-85.0193","3767"
"Connersville","IN","39.6582","-85.1410","14740.0"
"Leopold","IN","38.1039","-86.5833",""
"Decatur","IN","40.8301","-84.9281","10572.0"
"Fortville","IN","39.9240","-85.8465","3998"
"Lynn","IN","40.0488","-84.9424","1052"
"Sheridan","IN","40.1318","-86.2195","3094.0"
"Turkey Creek Meadows","IN","41.4953","-87.3434",""
"Lake Holiday","IN","39.9642","-86.9607",""
"Servia","IN","40.9567","-85.7405",""
"Shamrock Lakes","IN","40.4117","-85.4261","222"
"Lafayette","IN","40.3990","-86.8592","157955.0"
"New Palestine","IN","39.7255","-85.8934","2283"
"Boonville","IN","38.0452","-87.2739","6198.0"
"Ainsworth","IN","41.4878","-87.2586",""
"Sedalia","IN","40.4156","-86.5147",""
"Meridian Hills","IN","39.8873","-86.1568","1686"
"Seelyville","IN","39.4936","-87.2667","1022"
"Galveston","IN","40.5772","-86.1914","1270"
"Alfordsville","IN","38.5607","-86.9482","105"
"Independence Hill","IN","41.4761","-87.3673",""
"Lewis","IN","39.2600","-87.2575",""
"East Chicago","IN","41.6487","-87.4531","28418"
"Green Acres","IN","41.4839","-87.2973",""
"Paragon","IN","39.3948","-86.5628","659"
"Glenwood","IN","39.6261","-85.3021","241"
"Kimmell","IN","41.3950","-85.5487",""
"Emison","IN","38.7991","-87.4604",""
"Hoagland","IN","40.9520","-84.9955",""
